BernoulliNB,0,1
Metrics
Precision,0.7950
Recall,0.8246
F1score,0.8094
Auc,0.8319

GradientBoostingClassifier,0,1
Metrics
Precision,0.9665
Recall,0.9642
F1score,0.9653
Auc,0.9694

KNN,0,1
Metrics
Precision,0.9686
Recall,0.9651
F1score,0.9668
Auc,0.9707

