BernoulliNB,0,1
Metrics
Precision,0.7951
Recall,0.8187
F1score,0.8066
Auc,0.8295

GradientBoostingClassifier,0,1
Metrics
Precision,0.9676
Recall,0.9614
F1score,0.9644
Auc,0.9684

KNN,0,1
Metrics
Precision,0.9667
Recall,0.9697
F1score,0.9682
Auc,0.9722

