BernoulliNB,0,1
Metrics
Precision,0.7657
Recall,0.9010
F1score,0.8277
Auc,0.8462

GradientBoostingClassifier,0,1
Metrics
Precision,0.9508
Recall,0.9833
F1score,0.9668
Auc,0.9723

KNN,0,1
Metrics
Precision,0.9527
Recall,0.9859
F1score,0.9690
Auc,0.9745

