BernoulliNB,0,1
Metrics
Precision,0.5864
Recall,0.7219
F1score,0.5603
Auc,0.9261

GradientBoostingClassifier,0,1
Metrics
Precision,0.8932
Recall,0.9539
F1score,0.9189
Auc,0.9968

KNN,0,1
Metrics
Precision,0.9072
Recall,0.9544
F1score,0.9277
Auc,0.9817

