BernoulliNB,0,1
Metrics
Precision,0.5864
Recall,0.7220
F1score,0.5602
Auc,0.9262

GradientBoostingClassifier,0,1
Metrics
Precision,0.8951
Recall,0.9523
F1score,0.9195
Auc,0.9968

KNN,0,1
Metrics
Precision,0.9069
Recall,0.9552
F1score,0.9279
Auc,0.9814

