BernoulliNB,0,1
Metrics
Precision,0.5849
Recall,0.7215
F1score,0.5593
Auc,0.9264

GradientBoostingClassifier,0,1
Metrics
Precision,0.8766
Recall,0.9542
F1score,0.9081
Auc,0.9958

KNN,0,1
Metrics
Precision,0.8846
Recall,0.9564
F1score,0.9141
Auc,0.9767

