BernoulliNB,0,1
Metrics
Precision,0.5887
Recall,0.7362
F1score,0.5871
Auc,0.9271

GradientBoostingClassifier,0,1
Metrics
Precision,0.9135
Recall,0.9439
F1score,0.9268
Auc,0.9960

KNN,0,1
Metrics
Precision,0.9164
Recall,0.9529
F1score,0.9331
Auc,0.9803

