BernoulliNB,0,1
Metrics
Precision,0.3474
Recall,0.7517
F1score,0.4678
Auc,0.6732

GradientBoostingClassifier,0,1
Metrics
Precision,0.5272
Recall,0.6170
F1score,0.5588
Auc,0.7306

KNN,0,1
Metrics
Precision,0.4260
Recall,0.7180
F1score,0.5253
Auc,0.7209

