BernoulliNB,0,1
Metrics
Precision,0.3541
Recall,0.7030
F1score,0.4630
Auc,0.6719

GradientBoostingClassifier,0,1
Metrics
Precision,0.5036
Recall,0.7444
F1score,0.5855
Auc,0.7678

KNN,0,1
Metrics
Precision,0.4181
Recall,0.7945
F1score,0.5371
Auc,0.7372

