BernoulliNB,0,1
Metrics
Precision,0.3441
Recall,0.7199
F1score,0.4568
Auc,0.6633

GradientBoostingClassifier,0,1
Metrics
Precision,0.5472
Recall,0.6165
F1score,0.5664
Auc,0.7349

KNN,0,1
Metrics
Precision,0.4167
Recall,0.7175
F1score,0.5181
Auc,0.7164

