BernoulliNB,0,1
Metrics
Precision,0.3971
Recall,0.5838
F1score,0.4636
Auc,0.6632

GradientBoostingClassifier,0,1
Metrics
Precision,0.5741
Recall,0.5452
F1score,0.5457
Auc,0.7159

KNN,0,1
Metrics
Precision,0.4413
Recall,0.7111
F1score,0.5382
Auc,0.7287

