BernoulliNB,0,1
Metrics
Precision,0.3999
Recall,0.5838
F1score,0.4662
Auc,0.6648

GradientBoostingClassifier,0,1
Metrics
Precision,0.5664
Recall,0.5203
F1score,0.5288
Auc,0.7030

KNN,0,1
Metrics
Precision,0.4375
Recall,0.7157
F1score,0.5361
Auc,0.7284

