BernoulliNB,0,1
Metrics
Precision,0.4655
Recall,0.5192
F1score,0.4831
Auc,0.6735

GradientBoostingClassifier,0,1
Metrics
Precision,0.5661
Recall,0.5541
F1score,0.5491
Auc,0.7169

KNN,0,1
Metrics
Precision,0.5195
Recall,0.5207
F1score,0.5058
Auc,0.6939

